Frecuencia,Tipo fuente,Puntos Z,Puntos X,Puntos t,Tamaño X,Tamaño Z,Duración,Nodos abs,Numero fuentes,Numero sismometros,Tamaño celda x,Tamaño celda z,Coord x fuente,Coord z fuente
16,gaussian_neg,150,450,650,1500.0,500.0,0.5106882308569509,15,1,20,0.0033333333333333335,0.0033333333333333335,500.0,250.0
