Frecuencia,Tipo fuente,Puntos Z,Puntos X,Puntos t,Tamaño X,Tamaño Z,Duración,Nodos abs,Numero fuentes,Numero sismometros,Tamaño celda x,Tamaño celda z,Coord x fuente,Coord z fuente
15,gaussian,150,450,550,1500.0,500.0,0.4321208107251124,15,1,20,0.0033333333333333335,0.0033333333333333335,500.0,250.0
