Frecuencia,Tipo fuente,Puntos Z,Puntos X,Puntos t,Tamaño X,Tamaño Z,Duración,Nodos abs,Numero fuentes,Numero sismometros,Tamaño celda x,Tamaño celda z,Paso temporal,Coord x fuente,Coord z fuente,t01,t02,t03
16,gaussian_neg,150,450,650,1500.0,500.0,0.5106882308569509,20,1,20,0.0033333333333333335,0.0033333333333333335,0.0007856742013183861,500.0,250.0,0.1,0.115,0.25
